serving_id,line_id,brand_name,serve_ends,consumption
64234806,9134,Stella Artois,3/19/2017 0:28,0.26
64234807,9134,Stella Artois,3/19/2017 0:45,0.51
64234808,9135,Shock Top,3/19/2017 0:44,0.49
64234809,9136,Goose Island - IPA,3/19/2017 0:31,0.51
64234810,9136,Goose Island - IPA,3/19/2017 0:38,0.53
64234811,9136,Goose Island - IPA,3/19/2017 0:38,0.52
64234812,9136,Goose Island - IPA,3/19/2017 0:39,0.51
64234813,9136,Goose Island - IPA,3/19/2017 0:46,0.52
64234814,9136,Goose Island - IPA,3/19/2017 0:57,0.51
64234833,9230,Budweiser,3/19/2017 1:02,0.05
64234834,9230,Budweiser,3/19/2017 1:03,0.01
64234852,9272,Budweiser,3/19/2017 0:58,1.44
64234853,9272,Budweiser,3/19/2017 1:02,0.04
64234861,9310,Alexander Keith's Red,3/19/2017 1:01,0.11
64234862,9310,Alexander Keith's Red,3/19/2017 1:02,0.08
64234863,9310,Alexander Keith's Red,3/19/2017 1:02,0.09
64234894,9352,Murphy's Stout,3/19/2017 0:23,0.5
64234895,9352,Murphy's Stout,3/19/2017 0:48,0.46
64235089,9738,Labatt 50 Blue,3/19/2017 0:21,0.58
64235090,9738,Labatt 50 Blue,3/19/2017 0:22,0.53
64235091,9738,Labatt 50 Blue,3/19/2017 0:31,0.55
64235092,9738,Labatt 50 Blue,3/19/2017 0:31,0.02
64235093,9738,Labatt 50 Blue,3/19/2017 0:40,0.42
64235094,9738,Labatt 50 Blue,3/19/2017 0:48,0.01
64235095,9738,Labatt 50 Blue,3/19/2017 0:49,0.42
64235096,9738,Labatt 50 Blue,3/19/2017 0:50,0.14
64235097,9738,Labatt 50 Blue,3/19/2017 0:53,1.11
64235098,9745,St Ambroise Cider,3/19/2017 0:39,0.38
64235099,9745,St Ambroise Cider,3/19/2017 0:46,0.34
64235100,9745,St Ambroise Cider,3/19/2017 1:04,1.19
64235101,9747,Guinness,3/19/2017 0:00,0.04
64235105,9747,Guinness,3/19/2017 0:06,0.51
64235106,9747,Guinness,3/19/2017 0:07,0.1
64235107,9747,Guinness,3/19/2017 0:08,1.05
64235108,9747,Guinness,3/19/2017 0:08,0.05
64235109,9747,Guinness,3/19/2017 0:09,0.07
64235110,9747,Guinness,3/19/2017 0:09,0.04
64235111,9747,Guinness,3/19/2017 0:10,0.43
64235112,9747,Guinness,3/19/2017 0:10,0.11
64235113,9747,Guinness,3/19/2017 0:10,0.05
64235114,9747,Guinness,3/19/2017 0:11,0.28
64235115,9747,Guinness,3/19/2017 0:12,0.01
64235116,9747,Guinness,3/19/2017 0:12,0.49
64235117,9747,Guinness,3/19/2017 0:12,0.11
64235118,9747,Guinness,3/19/2017 0:13,0.01
64235119,9747,Guinness,3/19/2017 0:20,0.44
64235120,9747,Guinness,3/19/2017 0:20,0.04
64235121,9747,Guinness,3/19/2017 0:21,0.11
64235122,9747,Guinness,3/19/2017 0:23,0.01
64235123,9747,Guinness,3/19/2017 0:30,0.54
64235124,9747,Guinness,3/19/2017 0:31,0.82
64235125,9747,Guinness,3/19/2017 0:32,0.23
64235126,9747,Guinness,3/19/2017 0:32,0.17
64235127,9747,Guinness,3/19/2017 0:33,0.01
64235128,9747,Guinness,3/19/2017 0:39,0.33
64235129,9747,Guinness,3/19/2017 0:40,0.03
64235130,9747,Guinness,3/19/2017 0:47,0.26
64235131,9747,Guinness,3/19/2017 0:47,0.03
64235132,9747,Guinness,3/19/2017 0:52,0.76
64235133,9747,Guinness,3/19/2017 0:56,0.43
64235134,9747,Guinness,3/19/2017 0:57,0.17
64235135,9747,Guinness,3/19/2017 1:00,0.87
64235136,9747,Guinness,3/19/2017 1:01,0.2
64235137,9747,Guinness,3/19/2017 1:01,0.14
64235138,9747,Guinness,3/19/2017 1:02,0.42
64235139,9747,Guinness,3/19/2017 1:02,0.06
64235140,9747,Guinness,3/19/2017 1:03,0.5
64235141,9747,Guinness,3/19/2017 1:04,0.11
64235142,9747,Guinness,3/19/2017 1:04,0.18
64235143,9749,Labatt 50,3/19/2017 0:33,0.56
64235145,9750,Goose Island - IPA,3/19/2017 0:07,0.65
64235146,9750,Goose Island - IPA,3/19/2017 0:08,0.12
64235147,9750,Goose Island - IPA,3/19/2017 0:14,0.59
64235148,9750,Goose Island - IPA,3/19/2017 0:22,0.56
64235149,9750,Goose Island - IPA,3/19/2017 0:40,0.56
64235150,9750,Goose Island - IPA,3/19/2017 0:40,0.05
64235151,9750,Goose Island - IPA,3/19/2017 0:53,0.56
64235152,9750,Goose Island - IPA,3/19/2017 0:55,0.58
64235153,9750,Goose Island - IPA,3/19/2017 0:56,0.21
64235154,9750,Goose Island - IPA,3/19/2017 0:56,0.36
64235155,9751,Alexander Keith's Red,3/19/2017 0:20,0.57
64235156,9752,Stella Artois,3/19/2017 0:12,0.53
64235157,9752,Stella Artois,3/19/2017 0:13,0.55
64235158,9752,Stella Artois,3/19/2017 0:31,0.57
64235159,9752,Stella Artois,3/19/2017 0:31,0.07
64235160,9752,Stella Artois,3/19/2017 0:40,0.6
64235161,9752,Stella Artois,3/19/2017 0:45,0.62
64235162,9752,Stella Artois,3/19/2017 0:49,0.34
64235163,9752,Stella Artois,3/19/2017 0:50,0.23
64235164,9753,Shock Top,3/19/2017 0:25,0.59
64235165,9755,Alexander Keith's IPA,3/19/2017 0:40,0.12
64235166,9756,Boddingtons Pale Ale,3/19/2017 0:05,0.39
64235167,9756,Boddingtons Pale Ale,3/19/2017 0:06,0.18
64235168,9756,Boddingtons Pale Ale,3/19/2017 0:07,0.05
64235169,9756,Boddingtons Pale Ale,3/19/2017 0:07,0.01
64235963,10975,Mill St. Cobblestone Stout,3/19/2017 0:26,0.46
64235964,10975,Mill St. Cobblestone Stout,3/19/2017 0:28,0.1
64235965,10975,Mill St. Cobblestone Stout,3/19/2017 0:51,0.24
64235966,10975,Mill St. Cobblestone Stout,3/19/2017 0:52,0.05
64235967,10977,Labatt 50,3/19/2017 0:19,0.52
64235968,10977,Labatt 50,3/19/2017 0:29,0.56
64235969,10979,Shock Top,3/19/2017 0:19,0.56
64236081,11620,Labatt 50 Blue,3/19/2017 0:33,1.6
64236083,11621,Budweiser,3/19/2017 0:09,0.49
64236084,11621,Budweiser,3/19/2017 0:48,1.73
64236085,11624,Budweiser,3/19/2017 0:43,1.72
64236086,11625,Stella Artois,3/19/2017 0:42,1.92
64236087,11627,Shock Top,3/19/2017 0:13,1.4
64236088,11627,Shock Top,3/19/2017 0:14,0.26
64236583,13238,Goose Island - IPA,3/19/2017 0:51,0.58
64241614,4687,Goose Island - Honker's Ale,3/19/2017 1:09,0.42
64241615,4687,Goose Island - Honker's Ale,3/19/2017 1:20,0.45
64241616,4687,Goose Island - Honker's Ale,3/19/2017 1:46,0.87
64241617,4690,Labatt 50,3/19/2017 1:07,0.45
64241618,4690,Labatt 50,3/19/2017 1:20,0.46
64241619,6236,Kronenbourg 1664,3/19/2017 1:45,0.46
64241620,4693,Michel Jodoin,3/19/2017 1:25,0.22
64241621,4693,Michel Jodoin,3/19/2017 2:00,0.24
64241622,4697,Carlsberg,3/19/2017 1:07,0.46
64241623,4697,Carlsberg,3/19/2017 1:09,0.4
64241624,4697,Carlsberg,3/19/2017 1:55,0.35
64241625,4697,Carlsberg,3/19/2017 1:55,0.43
64241626,6237,Mill St. Cobblestone Stout,3/19/2017 1:10,0.26
64241627,6237,Mill St. Cobblestone Stout,3/19/2017 1:10,0.16
64241635,4714,Labatt 50,3/19/2017 2:01,0.43
64241636,4715,Goose Island - IPA,3/19/2017 2:01,0.45
64241637,4717,Griffon - Blonde,3/19/2017 1:10,0.58
64241638,4717,Griffon - Blonde,3/19/2017 1:33,0.57
64241639,4728,Carlsberg,3/19/2017 1:08,0.72
64241640,4728,Carlsberg,3/19/2017 1:31,0.52
64241641,4728,Carlsberg,3/19/2017 1:47,0.54
64241642,4729,Griffon - Red,3/19/2017 1:19,0.44
64241643,4729,Griffon - Red,3/19/2017 1:22,0.18
64241644,4730,Stella Artois,3/19/2017 1:27,0.65
64241646,4734,Goose Island - IPA,3/19/2017 1:22,0.51
64241647,4734,Goose Island - IPA,3/19/2017 1:58,0.53
64241648,4734,Goose Island - IPA,3/19/2017 1:58,0.03
64241650,4732,Labatt 50,3/19/2017 1:06,0.55
64241651,4732,Labatt 50,3/19/2017 1:08,1
64241652,4732,Labatt 50,3/19/2017 1:25,0.52
64241653,4732,Labatt 50,3/19/2017 1:25,0.51
64241654,4732,Labatt 50,3/19/2017 1:25,0.2
64241655,4732,Labatt 50,3/19/2017 1:47,0.5
64241656,4732,Labatt 50,3/19/2017 1:57,0.53
64241657,4732,Labatt 50,3/19/2017 2:00,0.53
64241660,4736,Guinness,3/19/2017 1:08,0.38
64241661,4736,Guinness,3/19/2017 1:11,0.23
64241662,4736,Guinness,3/19/2017 1:12,0.26
64241663,4736,Guinness,3/19/2017 1:13,0.32
64241664,4736,Guinness,3/19/2017 1:27,1.72
64241665,4736,Guinness,3/19/2017 1:33,0.34
64241666,4736,Guinness,3/19/2017 1:34,0.23
64241667,4736,Guinness,3/19/2017 1:37,0.37
64241668,4736,Guinness,3/19/2017 1:38,0.21
64241669,4736,Guinness,3/19/2017 1:39,0.44
64241670,4736,Guinness,3/19/2017 2:01,0.56
64241672,4752,Hoegaarden,3/19/2017 1:07,0.48
64241673,4752,Hoegaarden,3/19/2017 2:03,0.41
64241675,7910,Griffon - Red,3/19/2017 1:10,0.34
64241676,7910,Griffon - Red,3/19/2017 1:10,0.08
64241677,7910,Griffon - Red,3/19/2017 1:18,0.44
64241678,4755,Mill St. Cobblestone Stout,3/19/2017 1:08,0.42
64241679,7911,Labatt 50,3/19/2017 1:10,0.45
64241680,7911,Labatt 50,3/19/2017 1:10,0.01
64241681,7911,Labatt 50,3/19/2017 1:30,1.25
64241682,7911,Labatt 50,3/19/2017 1:34,0.46
64241683,7911,Labatt 50,3/19/2017 1:59,0.4
64241684,7911,Labatt 50,3/19/2017 2:02,0.82
64241685,4771,Griffon - Red,3/19/2017 1:34,0.46
64241687,4773,Tremblay Blonde,3/19/2017 1:07,1.66
64241688,4773,Tremblay Blonde,3/19/2017 1:07,0.03
64241689,4773,Tremblay Blonde,3/19/2017 1:10,0.44
64241690,4773,Tremblay Blonde,3/19/2017 1:31,0.44
64241691,4773,Tremblay Blonde,3/19/2017 1:34,0.75
64241692,4773,Tremblay Blonde,3/19/2017 1:36,0.11
64241693,4773,Tremblay Blonde,3/19/2017 1:38,0.43
64241694,4773,Tremblay Blonde,3/19/2017 1:41,0.44
64241695,4773,Tremblay Blonde,3/19/2017 2:04,0.44
64241698,9837,Kronenbourg 1664,3/19/2017 1:39,0.45
64241699,4770,Carlsberg,3/19/2017 1:28,0.45
64241700,4770,Carlsberg,3/19/2017 1:35,0.46
64241701,4770,Carlsberg,3/19/2017 1:57,0.46
64241703,4776,Griffon - Blonde,3/19/2017 1:06,0.45
64241704,4776,Griffon - Blonde,3/19/2017 1:17,0.46
64241705,4776,Griffon - Blonde,3/19/2017 1:20,0.45
64241706,4776,Griffon - Blonde,3/19/2017 1:44,0.44
64241707,4776,Griffon - Blonde,3/19/2017 1:50,0.46
64241708,4777,Griffon - Red,3/19/2017 1:14,0.45
64241709,4777,Griffon - Red,3/19/2017 1:18,0.44
64241710,4777,Griffon - Red,3/19/2017 1:53,0.46
64241711,4778,Carlsberg,3/19/2017 1:20,0.46
64241712,4778,Carlsberg,3/19/2017 1:30,0.93
64241713,4778,Carlsberg,3/19/2017 1:37,0.44
64241714,4778,Carlsberg,3/19/2017 1:40,0.91
64241715,4778,Carlsberg,3/19/2017 1:56,0.46
64241716,4778,Carlsberg,3/19/2017 1:57,0.47
64241717,4779,St Ambroise Cream Ale,3/19/2017 1:56,0.42
64241719,4781,Michel Jodoin,3/19/2017 1:17,0.26
64241720,4781,Michel Jodoin,3/19/2017 1:23,0.91
64241721,4781,Michel Jodoin,3/19/2017 1:26,0.06
64241722,4781,Michel Jodoin,3/19/2017 1:37,0.23
64241724,4783,Goose Island - Honker's Ale,3/19/2017 1:06,0.88
64241725,4783,Goose Island - Honker's Ale,3/19/2017 1:10,0.44
64241726,4783,Goose Island - Honker's Ale,3/19/2017 1:29,0.47
64241727,4783,Goose Island - Honker's Ale,3/19/2017 1:31,0.92
64241728,4783,Goose Island - Honker's Ale,3/19/2017 1:36,0.46
64241730,13016,Mill St. Cobblestone Stout,3/19/2017 1:17,0.17
64241731,4784,Hoegaarden,3/19/2017 1:11,0.44
64241732,4784,Hoegaarden,3/19/2017 1:37,0.69
64241733,4784,Hoegaarden,3/19/2017 1:51,0.46
64241734,4785,Labatt 50,3/19/2017 1:10,0.78
64241735,4785,Labatt 50,3/19/2017 1:10,0.45
64241736,4785,Labatt 50,3/19/2017 1:16,0.46
64241737,4785,Labatt 50,3/19/2017 1:19,0.46
64241738,4785,Labatt 50,3/19/2017 1:19,0.42
64241739,4785,Labatt 50,3/19/2017 1:33,0.45
64241740,4785,Labatt 50,3/19/2017 1:34,0.45
64241741,4785,Labatt 50,3/19/2017 1:36,1.35
64241742,4785,Labatt 50,3/19/2017 1:42,0.89
64241743,4785,Labatt 50,3/19/2017 1:54,0.33
64241744,4785,Labatt 50,3/19/2017 1:57,0.9
64241745,4785,Labatt 50,3/19/2017 2:00,0.43
64241746,4801,Stella Artois,3/19/2017 1:05,0.46
64241747,4801,Stella Artois,3/19/2017 1:06,0.45
64241748,4801,Stella Artois,3/19/2017 1:06,0.04
64241749,4801,Stella Artois,3/19/2017 1:11,0.43
64241750,4801,Stella Artois,3/19/2017 1:11,0.01
64241751,4801,Stella Artois,3/19/2017 1:26,0.41
64241752,4801,Stella Artois,3/19/2017 1:46,0.9
64241753,4801,Stella Artois,3/19/2017 1:50,0.89
64241754,4802,Hoegaarden,3/19/2017 1:11,1.34
64241755,4802,Hoegaarden,3/19/2017 1:55,1.33
64241756,4802,Hoegaarden,3/19/2017 2:03,0.91
64241757,8748,Shock Top,3/19/2017 1:13,0.45
64241758,12646,Goose Island - IPA,3/19/2017 1:17,0.43
64241760,12650,Labatt 50,3/19/2017 1:10,0.18
64241761,12650,Labatt 50,3/19/2017 1:13,0.42
64241762,12650,Labatt 50,3/19/2017 1:16,0.4
64241763,12650,Labatt 50,3/19/2017 1:24,0.41
64241764,12650,Labatt 50,3/19/2017 1:25,0.41
64241765,12650,Labatt 50,3/19/2017 1:49,0.29
64241766,12650,Labatt 50,3/19/2017 1:55,1.94
64241767,12650,Labatt 50,3/19/2017 1:55,0.28
64241769,12652,Archibald Matante,3/19/2017 1:19,0.41
64241770,12652,Archibald Matante,3/19/2017 1:40,0.4
64241771,12653,Archibald Chipie,3/19/2017 1:17,0.38
64241773,4846,Rickard's Red,3/19/2017 1:10,1.14
64241774,4846,Rickard's Red,3/19/2017 1:16,1.67
64241775,4846,Rickard's Red,3/19/2017 1:18,0.57
64241776,4848,Heineken,3/19/2017 1:38,1.26
64241777,4848,Heineken,3/19/2017 1:38,0.14
64241778,4849,Heineken,3/19/2017 1:05,0.55
64241779,11628,Griffintown,3/19/2017 1:18,0.64
64241780,11629,Griffintown,3/19/2017 1:28,0.12
64241781,4852,Stella Artois,3/19/2017 1:16,0.7
64241782,4852,Stella Artois,3/19/2017 1:29,0.66
64241783,4853,Stella Artois,3/19/2017 1:07,0.59
64241784,4853,Stella Artois,3/19/2017 1:37,0.59
64241785,4853,Stella Artois,3/19/2017 1:55,0.58
64241786,4854,Alexander Keith's IPA,3/19/2017 1:09,0.59
64241787,4856,Budweiser,3/19/2017 1:15,1.19
64241789,4858,Goose Island - IPA,3/19/2017 1:23,1.12
64241790,4858,Goose Island - IPA,3/19/2017 1:44,1.61
64241793,11630,Blue Moon/Belgian Moon,3/19/2017 1:45,1.09
64241794,4870,Heineken,3/19/2017 1:06,1.12
64241795,4870,Heineken,3/19/2017 1:35,2.27
64241797,4879,Hoegaarden,3/19/2017 1:20,0.62
64241798,4879,Hoegaarden,3/19/2017 2:00,0.65
64241799,4885,Murphy's Stout,3/19/2017 1:10,0.34
64241800,4885,Murphy's Stout,3/19/2017 1:10,0.22
64241801,4885,Murphy's Stout,3/19/2017 1:18,1.12
64241802,4885,Murphy's Stout,3/19/2017 1:24,0.56
64241803,4885,Murphy's Stout,3/19/2017 1:27,0.33
64241804,4885,Murphy's Stout,3/19/2017 1:39,0.54
64241805,4886,Murphy's Stout,3/19/2017 1:16,0.48
64241806,4886,Murphy's Stout,3/19/2017 1:22,0.54
64241807,4886,Murphy's Stout,3/19/2017 1:27,0.16
64241808,4891,Goose Island - IPA,3/19/2017 1:08,0.53
64241809,4892,Goose Island - IPA,3/19/2017 1:57,0.56
64241812,5089,Ste-Q Blonde,3/19/2017 1:14,0.57
64241813,5089,Ste-Q Blonde,3/19/2017 1:59,0.53
64241814,5090,Ste-Q Blonde,3/19/2017 1:07,0.52
64241815,5090,Ste-Q Blonde,3/19/2017 1:46,0.52
64241816,5090,Ste-Q Blonde,3/19/2017 1:47,0.55
64241817,5090,Ste-Q Blonde,3/19/2017 1:50,1.05
64241818,5091,Ste-Q Rousse,3/19/2017 1:25,0.54
64241819,5091,Ste-Q Rousse,3/19/2017 1:40,0.62
64241820,5091,Ste-Q Rousse,3/19/2017 1:44,0.36
64241821,5091,Ste-Q Rousse,3/19/2017 1:59,0.55
64241822,5092,Ste-Q Rousse,3/19/2017 1:22,0.55
64241823,5093,Miss Demeanor,3/19/2017 1:39,0.57
64241824,5093,Miss Demeanor,3/19/2017 1:39,0.6
64241825,5093,Miss Demeanor,3/19/2017 1:41,0.53
64241826,5093,Miss Demeanor,3/19/2017 2:01,0.57
64241827,5095,Pretty Bastard,3/19/2017 1:14,0.44
64241828,5095,Pretty Bastard,3/19/2017 1:20,0.28
64241829,5095,Pretty Bastard,3/19/2017 1:21,0.08
64241830,5095,Pretty Bastard,3/19/2017 1:29,0.45
64241831,5095,Pretty Bastard,3/19/2017 1:30,0.18
64241832,5229,Dublin's Pub Cider,3/19/2017 1:16,0.04
64241833,5229,Dublin's Pub Cider,3/19/2017 1:24,0.05
64241834,5229,Dublin's Pub Cider,3/19/2017 1:25,0.31
64241835,5229,Dublin's Pub Cider,3/19/2017 1:30,0.26
64241836,5229,Dublin's Pub Cider,3/19/2017 1:45,0.04
64241837,5229,Dublin's Pub Cider,3/19/2017 1:48,0.02
64241838,5230,Dublin's Pub Cider,3/19/2017 1:40,0.59
64241839,5231,Stella Artois,3/19/2017 1:16,0.56
64241840,5231,Stella Artois,3/19/2017 1:44,0.57
64241841,5231,Stella Artois,3/19/2017 1:59,0.54
64241842,5232,Stella Artois,3/19/2017 1:23,0.56
64241843,5232,Stella Artois,3/19/2017 1:50,0.64
64241846,5233,Hoegaarden,3/19/2017 1:26,0.58
64241847,5233,Hoegaarden,3/19/2017 1:48,0.58
64241848,5237,Bass,3/19/2017 1:29,1.01
64241849,5239,Labatt 50,3/19/2017 1:20,0.55
64241850,5239,Labatt 50,3/19/2017 1:39,0.55
64241851,5239,Labatt 50,3/19/2017 1:49,0.35
64241852,5240,Labatt 50,3/19/2017 1:18,0.57
64241853,5240,Labatt 50,3/19/2017 1:19,0.57
64241854,5240,Labatt 50,3/19/2017 1:29,0.41
64241855,5240,Labatt 50,3/19/2017 1:30,0.01
64241856,5240,Labatt 50,3/19/2017 1:31,0.11
64241857,5240,Labatt 50,3/19/2017 1:31,0.23
64241858,5240,Labatt 50,3/19/2017 2:03,0.54
64241859,5247,Labatt 50,3/19/2017 1:08,0.26
64241860,5247,Labatt 50,3/19/2017 1:18,0.53
64241861,5247,Labatt 50,3/19/2017 1:42,0.53
64241862,5247,Labatt 50,3/19/2017 1:43,0.02
64241863,5249,Stella Artois,3/19/2017 1:48,1.64
64241864,5250,Goose Island - IPA,3/19/2017 1:05,0.59
64241865,5250,Goose Island - IPA,3/19/2017 2:04,0.55
64241866,5253,West Shefford Blonde,3/19/2017 1:09,0.54
64241867,5253,West Shefford Blonde,3/19/2017 1:18,0.54
64241868,5253,West Shefford Blonde,3/19/2017 1:36,0.52
64241869,5253,West Shefford Blonde,3/19/2017 1:40,0.55
64241870,5253,West Shefford Blonde,3/19/2017 1:58,1.07
64241871,5254,West Shefford Red,3/19/2017 1:20,1.1
64241872,5255,Dublin's Pub Cider,3/19/2017 1:11,1.12
64241887,5294,West Shefford Blonde,3/19/2017 1:26,0.87
64241888,5294,West Shefford Blonde,3/19/2017 1:27,0.45
64241889,5294,West Shefford Blonde,3/19/2017 1:31,0.46
64241890,5294,West Shefford Blonde,3/19/2017 1:34,0.44
64241891,5294,West Shefford Blonde,3/19/2017 1:37,0.47
64241892,5294,West Shefford Blonde,3/19/2017 1:43,1.34
64241893,5294,West Shefford Blonde,3/19/2017 1:46,0.92
64241894,5294,West Shefford Blonde,3/19/2017 1:51,0.41
64241895,5294,West Shefford Blonde,3/19/2017 1:57,0.21
64241896,5294,West Shefford Blonde,3/19/2017 2:00,0.46
64241897,5294,West Shefford Blonde,3/19/2017 2:01,0.94
64241898,5294,West Shefford Blonde,3/19/2017 2:05,0.92
64241899,5570,West Shefford Blonde,3/19/2017 1:31,0.29
64241900,5571,West Shefford Blonde,3/19/2017 1:06,0.83
64241901,5571,West Shefford Blonde,3/19/2017 1:08,0.44
64241902,5571,West Shefford Blonde,3/19/2017 1:50,0.41
64242064,6759,Labatt 50,3/19/2017 1:06,1.61
64242066,6871,Stella Artois,3/19/2017 1:18,4.07
64242067,6873,Labatt 50,3/19/2017 1:52,3.85
64242068,6875,Alexander Keith's Red,3/19/2017 1:21,1.66
64242069,6876,Budweiser,3/19/2017 1:22,0.55
64242070,6876,Budweiser,3/19/2017 1:56,1.51
64242071,6876,Budweiser,3/19/2017 1:56,1.65
64242072,6877,Budweiser,3/19/2017 1:29,3.71
64242073,13735,Mill St. Cobblestone Stout,3/19/2017 1:27,0.48
64242074,6965,Alexander Keith's Red,3/19/2017 1:19,0.6
64242075,6965,Alexander Keith's Red,3/19/2017 1:34,1.63
64242076,6967,Budweiser,3/19/2017 1:37,0.6
64242077,6967,Budweiser,3/19/2017 1:38,1.64
64242078,6968,Budweiser,3/19/2017 1:42,0.92
64242079,6968,Budweiser,3/19/2017 1:59,0.96
64242080,6968,Budweiser,3/19/2017 2:04,0.97
64242081,6970,Stella Artois,3/19/2017 1:46,1.2
64242082,6971,Alexander Keith's Red,3/19/2017 1:38,0.5
64242083,6982,Alexander Keith's IPA,3/19/2017 1:00,0.13
64242085,6982,Alexander Keith's IPA,3/19/2017 1:05,1.59
64242086,6982,Alexander Keith's IPA,3/19/2017 1:27,1.04
64242087,6982,Alexander Keith's IPA,3/19/2017 1:42,0.53
64242089,6988,Bud Light,3/19/2017 1:45,0.45
64242090,6988,Bud Light,3/19/2017 1:45,0.11
64242092,6990,Alexander Keith's Red,3/19/2017 1:33,3.96
64242093,6994,Labatt 50,3/19/2017 1:08,1.43
64242094,6994,Labatt 50,3/19/2017 1:08,1.17
64242095,6996,Shock Top,3/19/2017 1:08,1.24
64242096,6996,Shock Top,3/19/2017 1:08,1.03
64242097,7002,Stella Artois,3/19/2017 1:42,1.68
64242098,7002,Stella Artois,3/19/2017 2:00,0.47
64242099,7008,Guinness,3/19/2017 1:49,0.47
64242100,7776,Archibald Chipie,3/19/2017 1:11,0.49
64242101,7776,Archibald Chipie,3/19/2017 1:12,0.14
64242102,7092,Guinness,3/19/2017 1:45,0.21
64242103,7092,Guinness,3/19/2017 2:03,0.17
64242104,7095,Alexander Keith's Red,3/19/2017 1:10,0.91
64242105,7095,Alexander Keith's Red,3/19/2017 1:44,0.52
64242106,7095,Alexander Keith's Red,3/19/2017 1:48,0.5
64242107,7095,Alexander Keith's Red,3/19/2017 1:49,0.49
64242108,7095,Alexander Keith's Red,3/19/2017 1:50,1.06
64242110,7096,Alexander Keith's IPA,3/19/2017 1:42,1.65
64242111,7096,Alexander Keith's IPA,3/19/2017 1:45,1.04
64242112,7096,Alexander Keith's IPA,3/19/2017 1:46,1.05
64242113,7096,Alexander Keith's IPA,3/19/2017 1:47,0.5
64242114,7096,Alexander Keith's IPA,3/19/2017 1:48,0.57
64242115,7096,Alexander Keith's IPA,3/19/2017 1:48,0.56
64242116,7096,Alexander Keith's IPA,3/19/2017 1:49,0.56
64242117,7096,Alexander Keith's IPA,3/19/2017 1:50,0.58
64242118,7098,Rolling Rock,3/19/2017 1:43,0.86
64242119,7099,Hoegaarden,3/19/2017 1:43,2.29
64242120,7099,Hoegaarden,3/19/2017 1:50,0.64
64242121,7101,Goose Island - IPA,3/19/2017 1:57,0.27
64242122,7101,Goose Island - IPA,3/19/2017 1:57,0.35
64242123,7102,Stella Artois,3/19/2017 1:09,3.62
64242124,7102,Stella Artois,3/19/2017 1:09,0.9
64242125,7102,Stella Artois,3/19/2017 1:54,1.2
64242126,7114,Budweiser,3/19/2017 1:51,0.34
64242128,7127,Alexander Keith's Red,3/19/2017 1:32,0.6
64242129,7128,Shock Top,3/19/2017 1:05,1.05
64242130,7128,Shock Top,3/19/2017 1:41,0.54
64242132,7130,Bud Light,3/19/2017 1:44,0.48
64242133,7138,Shock Top,3/19/2017 2:02,0.75
64242134,7140,Budweiser,3/19/2017 1:50,1.02
64242136,7148,Budweiser,3/19/2017 1:18,1.57
64242137,7148,Budweiser,3/19/2017 1:20,1.78
64242138,7148,Budweiser,3/19/2017 1:22,1.77
64242139,7148,Budweiser,3/19/2017 1:30,1.67
64242140,7148,Budweiser,3/19/2017 1:42,1.52
64242141,7148,Budweiser,3/19/2017 1:43,1.67
64242142,7148,Budweiser,3/19/2017 1:44,1.42
64242143,7148,Budweiser,3/19/2017 1:56,1.72
64242144,7149,Stella Artois,3/19/2017 1:09,1.21
64242145,7149,Stella Artois,3/19/2017 1:10,0.55
64242146,7149,Stella Artois,3/19/2017 1:10,1.54
64242147,7149,Stella Artois,3/19/2017 1:15,1.53
64242148,7149,Stella Artois,3/19/2017 1:49,1.51
64242149,7149,Stella Artois,3/19/2017 1:50,1.52
64242150,7149,Stella Artois,3/19/2017 1:53,1.55
64242151,7149,Stella Artois,3/19/2017 1:53,1.52
64242152,7149,Stella Artois,3/19/2017 1:54,1.11
64242153,7149,Stella Artois,3/19/2017 2:00,2.32
64242154,7149,Stella Artois,3/19/2017 2:02,0.54
64242156,7152,Goose Island - Endless IPA,3/19/2017 1:17,1.18
64242157,7152,Goose Island - Endless IPA,3/19/2017 1:27,0.62
64242158,7152,Goose Island - Endless IPA,3/19/2017 1:36,0.57
64242161,7153,Labatt 50,3/19/2017 1:24,0.05
64242162,7153,Labatt 50,3/19/2017 1:26,0.59
64242163,7153,Labatt 50,3/19/2017 1:30,1.61
64242164,7153,Labatt 50,3/19/2017 1:34,1.63
64242166,7154,Shock Top,3/19/2017 1:30,1.39
64242167,11851,Mill St. Cobblestone Stout,3/19/2017 1:12,0.61
64242168,11851,Mill St. Cobblestone Stout,3/19/2017 1:16,0.63
64242170,7157,Stella Artois,3/19/2017 1:23,1.09
64242171,7157,Stella Artois,3/19/2017 1:29,1.13
64242172,7157,Stella Artois,3/19/2017 1:31,0.45
64242173,7157,Stella Artois,3/19/2017 1:31,0.04
64242174,7157,Stella Artois,3/19/2017 1:32,0.64
64242175,7157,Stella Artois,3/19/2017 1:38,0.42
64242176,7157,Stella Artois,3/19/2017 1:38,0.69
64242177,7157,Stella Artois,3/19/2017 1:38,0.41
64242178,7157,Stella Artois,3/19/2017 1:40,0.39
64242179,7157,Stella Artois,3/19/2017 1:40,0.75
64242180,7157,Stella Artois,3/19/2017 1:41,0.42
64242181,7161,Goose Island - IPA,3/19/2017 1:23,0.42
64242182,7161,Goose Island - IPA,3/19/2017 1:23,0.15
64242184,7164,Budweiser,3/19/2017 1:10,0.36
