line_id,external_id,Latitude,Longitude
4685,40790,45.524321,-73.554321
4686,40790,45.524321,-73.554321
4687,40790,45.524321,-73.554321
4688,40790,45.524321,-73.554321
4689,40790,45.524321,-73.554321
4690,40790,45.524321,-73.554321
4693,40790,45.524321,-73.554321
4694,40790,45.524321,-73.554321
4695,40790,45.524321,-73.554321
4696,40790,45.524321,-73.554321
4697,40790,45.524321,-73.554321
4698,40790,45.524321,-73.554321
4703,40790,45.524321,-73.554321
4707,7000885,45.544321,-73.574321
4708,7000885,45.544321,-73.574321
4709,7000885,45.544321,-73.574321
4710,7000885,45.544321,-73.574321
4711,7000885,45.544321,-73.574321
4712,7000885,45.544321,-73.574321
4713,7000885,45.544321,-73.574321
4714,7000885,45.544321,-73.574321
4715,7000885,45.544321,-73.574321
4716,7000885,45.544321,-73.574321
4717,42797,45.524321,-73.574321
4728,42797,45.524321,-73.574321
4729,42797,45.524321,-73.574321
4730,42797,45.524321,-73.574321
4731,42797,45.524321,-73.574321
4732,42797,45.524321,-73.574321
4733,42797,45.524321,-73.574321
4734,42797,45.524321,-73.574321
4735,42797,45.524321,-73.574321
4736,42797,45.524321,-73.574321
4737,42797,45.524321,-73.574321
4738,26779,45.554321,-73.544321
4748,26779,45.554321,-73.544321
4751,26779,45.554321,-73.544321
4752,26779,45.554321,-73.544321
